End of Period,Cash on Hand,Due from Central Bank,Due from Domestic Banks,Cash Items in Process of Collection,Foreign Currency on Hand and Balances Due from Banks,Investments_Govt.of Sri Lanka_Treasury Bills,Investments_Govt.of Sri Lanka_Treasury Bonds (b),Investments_Govt.of Sri Lanka_Other Govt. of Sri Lanka Securities,Investments_Other Investments (c),Loans and Advances_Bills Purchased and Discounted_Local,Loans and Advances_Bills Purchased and Discounted_Imports,Loans and Advances_Bills Purchased and Discounted_Exports,Loans and Advances_Overdrafts,Loans and Advances_Loans,Loans and Advances_Total Loans and Advance (b),Fixed and Other Assets,Total Assets or Liabilities,Percentage of Liquid Assets to Demand Deposits,Percentage of Loans & Advances to Total Deposits
2006-03-01,26522.143892,71458.111531,21853.855953,11270.392354,191085.180927,47492.967102,42679.557256,20899.075895,31560.211768,206.238051,5361.173924,11772.458159,179016.346897,521691.182884,718047.399915,167256.823839,1350125.7204319998,281.4871994542597,72.694893467052
2006-04-01,26121.520436,73554.739845,28810.62105,12083.374574,187819.338454,50173.167678,47710.403965,20814.620527,31388.432193,87.131192,5045.602166,11131.418339,178767.228202,529009.942222,724041.3221209999,166320.755691,1368838.296534,271.0246355069371,71.7946982061424
2006-05-01,23192.528312,71010.18088,21305.629925,13028.575952,187530.701181,48872.39014,38116.519957,20969.367321,32144.113178,86.317331,6024.12683,11519.335277,187151.5279,540098.47018,744879.777518,180515.920869,1381565.705233,265.4330236752657,73.78379539309316
2006-06-01,21928.885281,74110.890489,27140.029074,10085.599739,176699.263115,41409.275096,38665.137044,35896.403149,33408.158705,119.953764,4562.658139,11848.066366,184787.577591,550710.099828,752028.355688,166940.574748,1378312.5721280002,248.84213363279136,74.19198015264733
2006-07-01,23405.059121,75954.005925,20208.736868,11578.569909,176592.21785,46816.691653,15892.060704,35681.509295,30340.37285,212.069015,5671.917523,11966.779544,196096.088401,564546.015572,778492.870055,165706.411322,1380668.5055520001,240.58921803868995,76.32172001252357
2006-08-01,23114.9935,73947.368344,18854.067663,11652.554709,170891.14391,47965.417027,16716.522587,35622.809862,33379.277932,38.851506,5167.417523,11888.136504,195515.757241,578373.873459,790984.036233,169840.019571,1392968.211338,236.91937045786494,77.4147798546177
2006-09-01,21599.918069,79033.606434,27678.937494,8182.697263,179854.502802,36290.639621,14782.267499,41936.514812,32230.459407,130.869558,5052.643215,11324.104244,193390.452965,594106.837562,804004.9075440001,182095.327855,1427689.7788000002,241.61605324293492,77.50654214898576
2006-10-01,24416.717333,79535.549773,23675.057065,11924.171635,184324.728229,48930.183833,33451.114792,40563.395812,30927.556591,12.973566,7910.05461,11482.37318,203827.501647,608016.621451,831249.5244539999,159889.774285,1468887.773802,253.60329509782136,76.9383625503827
2006-11-01,24519.534761,80306.092709,20245.262757,9277.587751,183830.229513,56340.648555,26547.115379,46177.359504,31103.235466,33.16722,8811.100834,11027.832419,212319.638358,637391.603953,869583.3427840001,157458.2071,1505388.6162790002,259.941639512204,79.01131364554968
2006-12-01,22220.051342,85715.908562,26249.56462,12288.828545,196687.927415,49194.552968,43203.306493,45968.568972,31496.655572,284.130916,5743.343234,10741.457757,221295.418963,649813.55124,887877.9021099999,159116.266497,1560019.5330959999,257.0992586817744,79.18915202980446
2007-01-01,25948.351922,86917.431473,19189.015607,10892.749099,189946.056943,49228.877909,34072.892658,46636.414536,31170.118594,30.863799,8005.30928,10983.644953,224165.901944,660731.098837,903916.818813,170879.552308,1568798.2798620001,265.61731400013934,80.40124532200682
2007-02-01,26140.800435,79589.780667,23857.221315,24812.866244,195465.937989,50730.249458,39716.02429,46695.631536,30997.027808,40.077752,7968.064619,11869.243436,225062.998785,670069.993098,915010.37769,166656.343185,1599672.260617,264.91696292159554,79.65463476843483
2007-03-01,31231.159566,87028.775349,21826.671461,13343.352224,187778.578712,56650.205413,21537.047088,55002.066097,30797.550611,68.863441,7788.324702,12917.875723,235288.413958,685378.954286,941442.4321099999,176917.56109,1623555.3997209999,263.26979077638686,80.51541433141142
2007-04-01,31049.328541,84478.465167,28802.26113,7121.447455,191725.187429,60311.282542,13024.938257,55357.230642,30250.653186,123.109196,12364.443886,12250.597842,231535.766743,689932.37928,946206.296947,189936.600263,1638263.691559,258.38151423274365,79.89024285949226
2007-05-01,25589.401411,92905.748044,29142.931228,16311.597753,194414.486488,71477.413931,13555.825197,55605.795888,31668.540042,51.64437,7421.395379,12428.970597,235775.312732,704408.402139,960085.725217,181123.095291,1671880.5604900003,256.0432374684484,79.84834970874572
2007-06-01,23795.919219,91801.136478,20513.510564,20261.552776,194170.294283,29925.039465,47874.252698,55795.386825,32594.117711,64.66732,7690.17812,13836.020091,244858.283585,711442.619614,977891.7687299999,186513.326908,1681136.305657,258.42959878931134,80.40634864196876
2007-07-01,26631.323609,83084.208878,25207.299501,34779.813053,205463.111448,30273.881966,47104.536337,55992.827364,32434.204134,52.128572,8774.495157,14091.371934,233661.390739,721299.546897,977878.933299,183079.728218,1701929.8678070002,271.1328842198991,79.39691309440889
2007-08-01,25146.030756,93440.339679,27659.749684,9943.179801,206039.569549,30535.739417,37438.116427,56610.603472,32649.252132,59.350788,9566.058582,14613.551402,248540.484744,735122.667571,1007902.1130870001,184976.204411,1712340.898415,265.10065078515464,80.39700084424678
2007-09-01,25539.023559,89391.936063,31807.940135,31122.638149,209866.486297,31695.529083,42553.826133,57155.95279,32055.206665,97.320412,10729.181557,16177.428326,240904.375106,745035.171757,1012943.477158,191213.105075,1755345.1211070002,271.84549450281173,79.48222284574608
2007-10-01,29020.165716,88204.081334,26911.625946,14224.792794,189103.328721,54703.289529,41405.002693,55530.739774,32413.29648,59.382645,11228.996461,16463.860875,249713.257102,756164.772449,1033630.2695320001,186917.785341,1752064.3778600001,274.1332830589905,80.72355562236697
2007-11-01,29007.925609,99407.563781,30418.176043,24208.135179,197275.008328,48803.874954,46424.864325,55150.406104,36152.291655,49.580865,13230.53373,16516.047964,242580.556318,764439.408644,1036816.1275209999,184131.515626,1787795.889125,281.234935642952,79.47327945333517
2007-12-01,26180.979025,93319.003214,27903.932945,15138.526154,199122.235191,62048.929916,50115.86905,54912.77435,37169.624804,111.136874,10159.967801,16150.480131,246872.466968,764442.81453,1037736.8663039999,187050.823822,1790699.564775,286.59891891907375,79.39044563285546
2008-01-01,30029.237951,88484.793285,34739.195922,19410.001147,193298.581686,76740.978636,43960.416319,52524.21168,36825.284648,57.032278,8828.239357,15602.238859,236468.879965,769872.806567,1030829.197026,193477.081258,1800318.9795579999,295.92256185617487,79.36207812748381
2008-02-01,29951.770655,98901.798178,25057.022861,7829.088525,182936.774885,67648.824344,38595.334156,52459.266396,36736.975875,84.979146,8762.909184,16512.44178,250477.247508,774579.495465,1050417.073083,193733.376671,1784267.305629,291.7506838242058,80.7346648508669
2008-03-01,36053.747675,91731.695323,38382.311661,9387.814411,179120.903309,82788.932217,40405.006469,52426.569716,36367.371595,92.28322,10803.211325,18041.048336,247608.53289,782068.981336,1058614.0571070001,206306.335869,1831584.745352,284.7430617876289,80.17959240124357
2008-04-01,38901.118051,95971.584672,25235.921813,8547.140062,191126.642048,90609.904186,44035.836003,52465.827934,35962.668764,46.008824,12228.234613,16438.541812,254504.276401,790005.527759,1073222.589409,208827.759732,1864906.992674,310.6728449696632,79.6028753957431
2008-05-01,32907.99915,100039.766495,33143.919329,9292.105852,184179.010496,84382.587428,43577.089509,52232.901472,34176.996749,67.157588,13278.107503,16852.647825,261487.437645,795681.684311,1087367.034872,206303.786526,1867603.1978780003,304.4933365700938,80.8623954766229
2008-06-01,32819.848704,99895.323649,36661.117121,8627.621507,194120.32262,89293.644733,38322.125573,53259.829054,35093.065983,24.147623,10983.959491,18095.220949,264109.628554,799334.537155,1092547.493772,210641.257537,1891281.6502529997,304.80684518647337,80.19488139691103
2008-07-01,38345.92704,100139.943788,30505.018097,8413.888872,190520.00813,82465.061976,46166.664664,52573.490353,41895.350278,35.626024,12406.863813,19771.010267,277456.94395,801197.475809,1110867.919863,206291.626788,1908184.8998490002,313.0524098140861,80.45471831033689
2008-08-01,30565.067314,103005.204579,35380.365972,9165.544952,186102.033928,84363.847963,42599.380439,53030.781785,37552.823436,17.810722,11706.315379,20740.360425,280417.66049,809507.32825,1122389.475266,212025.063886,1916179.58952,314.8222122875436,82.18345637019544
2008-09-01,29496.868319,102021.707217,29026.899889,9589.294398,185242.805401,83902.555071,54521.478284,64682.980102,34218.170499,58.721789,14340.337683,20924.137429,270596.405402,816587.009799,1122506.612102,214969.580867,1930178.952149,323.9352264046425,80.93877639058437
2008-10-01,30256.464385,100730.488146,35140.015812,8838.977451,169873.315411,70890.02528,58165.396643,65409.415642,32141.874508,35.241692,17045.688238,19563.204155,282850.37434,819944.252537,1139438.7609620001,225413.185804,1936297.920044,316.8646037390346,82.47544875599954
2008-11-01,28396.378374,80999.755994,35261.94281,14381.981987,186080.814039,65989.122913,81511.963422,66093.859817,31750.330108,58.220253,17044.700298,18278.924546,279028.16312,825747.629359,1140157.637576,220248.311076,1950872.0981160002,327.4257643908693,82.3049131619894
2008-12-01,31075.99905,84431.74956,21648.979288,12798.632123,197623.771707,75642.463925,74932.924698,69159.694782,29929.765436,67.620443,19480.644421,16533.045469,286701.737724,823658.843035,1146441.891092,204254.026341,1947939.8980020003,325.9677097681613,81.29610847201143
2009-01-01,30289.1,86375.6,30944.6,12372.2,200045.19999999998,60927.6,91443.4,67368.8,30127.0,80.4,21500.9,13968.1,302388.8,822771.1,1160709.3,214010.7,1984613.5,351.22943802488106,81.9470713846678
2009-02-01,28797.6,79254.1,23214.0,27706.3,201404.4,64099.3,93051.7,68182.2,30795.0,22.9,22959.8,11993.300000000001,299172.3,824495.7,1158644.0,211467.6,1986616.2,358.05574036372155,81.10218627399374
2009-03-01,37401.9,75638.1,18332.4,9219.3,206811.3,70002.2,114415.6,68880.90000000001,28784.9,33.5,23690.699999999997,12030.599999999999,296038.9,828620.9,1160414.6,211271.1,2001172.2999999998,378.0755963703548,80.10563262392695
2009-04-01,38840.1,73015.3,14969.199999999999,8938.9,207667.5,83175.2,134075.3,72342.90000000001,30480.4,22.5,24966.4,11036.9,287480.2,829582.9,1153088.9,217577.2,2034170.9,398.1944968720694,77.57507181027553
2009-05-01,34481.107377,80196.471628,17415.38362,8148.897333,217034.088452,91380.705631,131175.669525,70073.443457,31434.691108,22.200496,27123.025619,11121.5426039999,285752.119133,829558.783855,1153577.671707,219470.113619,2054388.2434569998,417.6321242370534,76.80426788906348
2009-06-01,33541.01180681,80015.85069232,19613.470315,8598.456481000001,207652.37880573,106312.33279143999,147854.64406748003,72924.045066,32398.921789,33.934756,27753.630841780003,12207.440689000001,295126.40621112,824616.28223046,1159737.69472836,221211.83191929,2089860.6384624299,435.0898882103907,75.62143554294623
2009-07-01,32433.618965319998,89992.16009475001,23037.6148023,7382.753629999999,205936.30866457004,124419.20174183002,153440.08913963998,72731.32489900001,31250.57517,49.73839,29405.7745599,13431.454193000001,284359.7241804,823657.11965078,1150903.81097408,220955.97099454,2112483.42907603,441.624002292533,73.53707479823369
2009-08-01,33816.24579227,87583.31909075,17050.119588,7487.122963,207859.92881503998,158569.47034877999,156909.5897795,71132.691686,31014.150618,66.110362,30662.356217480003,14206.209960999999,284295.34996428,820719.21320166,1149949.2397064199,219256.11525166,2140627.99363942,452.264889274775,72.42158708038585
2009-09-01,31833.20817233,85034.48719525,25456.861570999998,13437.224698999999,219892.41409815,173005.48353525,151192.141179,71718.976435,31883.917726,32.163408,32144.922034000003,15069.414652,256893.98838302,847635.27614691,1151775.76462393,222627.77306121,2177858.25229612,462.53357410456726,71.18103414153204
2009-10-01,32410.4,92327.4,22585.1,12269.6,239819.59999999998,162682.75600412,144068.469947,57894.879108,88113.9,47.7,17227.1,15187.5,250500.5,851601.2,1134564.0,211521.90000000002,2198258.0050591202,444.89667385294024,69.17359501690437
2009-11-01,31515.20837257,90760.42586953,19015.311217000002,27756.917833,239640.27742783,152585.95417694998,134559.0475776,57470.907957999996,97771.759895,53.572415,15784.977707999999,15557.654974,260581.80278957,847722.18719334,1139700.19507991,214275.01943347,2205051.02484086,399.2194899672484,69.23124932505077
2009-12-01,35590.07092896,88047.0206475,18799.665245,27892.755940000003,236081.31124681,144393.15408022,158480.701362,63316.911377,110315.990638,16.516353,16126.945,14232.956326,246205.48162021,860834.16456581,1137416.06386502,210022.25120473,2230355.89653524,377.8844295002067,68.02793443167788
2010-01-01,36571.14058993,87425.89743657,15451.829605,12846.860846,214980.51920024,163157.60875587,152426.737681,70290.27138100001,107498.71017,54.937325,18805.559519000002,13987.342915000001,281619.67997984,849791.4609908,1164258.98072964,206315.7943777399,2231224.35077299,379.58871240452845,69.85087843097767
2010-02-01,29595.67249893,91406.29342849,10958.653429,14804.746592,202869.52511756,149066.82813553,140420.753383,80106.55723600001,127523.29542000001,42.306598,18998.437352,14174.451675,294021.31740457,859003.17368149,1186239.6867110599,199576.50297885988,2232568.51493043,372.7011218877904,70.91635175873158
2010-03-01,39037.98862528,91090.80445457,21624.857399,12999.244404000001,196384.74386679,162494.89697143,153431.616956,96118.524619,113439.322888,85.578731,20102.64357882,14482.061934,274855.68767451,877032.82001457,1186558.7919329,207043.10951938998,2280223.9016363597,361.70490339847055,69.86279143651416
2010-04-01,48820.76687973,82709.34245151,20414.146928000002,7223.417942,188796.06312421,168588.74543529,132371.401907,95907.73695800001,129947.42728199999,10.683392,20987.62128526,14059.70341006,286505.47267922,886279.69059166,1207843.1713582,208168.10740193998,2290790.32766788,359.2224167119029,70.20039096361398
2010-05-01,40947.2890183,99525.66901743,16259.439152,7462.434935,194024.99069112996,167511.09569409,136562.331218,95846.41686400001,123927.47174899999,32.798915,22072.47506096,14291.980437440001,295518.55741731,896215.62027081,1228131.43210152,209779.79856402002,2319978.3690044903,358.65320762916934,70.6295689322057
2010-06-01,41319.237518949994,93451.28918714999,22297.774933999997,4266.215847,177387.2790107,175806.58183907002,126764.005667,100133.49868,123844.206301,102.200116,23178.65282025,13866.49155319,310707.47482752,915691.01006497,1263545.8293819302,219234.354609,2348050.2729757996,358.52201915207553,71.92885388159114
2010-07-01,36850.32964172,103654.97271058,30621.560056,6516.767735,188637.66322078,197028.86787629,142867.69688,99539.87251100001,115141.59643800001,100.838855,21588.09375923,14122.210925660002,277442.48449538,929491.15565975,1242744.78369502,219116.15483346,2382720.26559785,382.7249296036479,69.54675725802274
2010-08-01,41806.01204634,97185.27775526,36809.7841784,5489.089087,154058.70027367,192552.90585813,148697.275436,99005.69620900002,130340.933888,134.90085,24367.095996530003,14926.97881538,295389.92140491,956836.60123241,1291655.49829923,214387.8934341,2411989.06646513,353.7659160314166,71.65560455525342
2010-09-01,41554.68139947,101735.32510942999,43698.390959,5616.988904,149298.41869093,179742.17004335,175643.915825,97813.09110800001,118376.185353,270.416926,26505.008592899998,15897.37394387,293817.26359294,992336.36107919,1328826.4241349,226120.46590314,2468426.05743022,341.30760574776446,72.03274553917976
2010-10-01,38236.73289122,104812.71417782,43021.437674,6444.149364,162396.02806272,159366.66629351,154313.12078,97562.910081,94304.90568,267.366342,16159.51688703,15952.53232193,300085.67975417,1021397.89056844,1353862.98587357,280127.05597857997,2494448.70685642,309.314513569654,72.12384602725835
2010-11-01,43867.34150653,99650.24414493,56331.910577,5818.645799,154128.93435099002,180017.27522875997,111460.426412,97435.80963,45016.545482,305.873615,14829.613551120001,16338.14843346,306856.38195915,1052646.66673299,1390976.68429172,328777.48517727,2513481.3026002003,290.6058337257519,73.23732187092799
2010-12-01,39103.66987527,107704.85438727,11474.382011,6065.836804,191240.27929965,205405.34052563002,139416.315923,58778.717608,134874.050872,302.384609,13312.062764979999,15959.726292860001,338357.35747663,1086687.16783075,1454618.69897422,218054.57808121998,2566736.7243612604,301.96632730632007,74.40766399180421
2011-02-01,44097.38607622,105377.97643677,29599.041673,8319.901637,185421.44835741998,226077.12989851998,107600.866053,57946.644425,50286.772096,160.81442,16311.83616105,15063.186054079999,344208.75985341,1130262.97129703,1506007.5677855702,321716.51883207,2642451.25327057,299.67521258876303,75.54650321951483
2011-03-01,54700.882849409994,102222.77458889,36609.761706,5518.0980389999995,167097.60154783,218721.89711672,127348.89239,60431.739674000004,50583.644977,265.112618,23170.649328940002,14609.78644894,333690.46707815,1156088.90215144,1527824.91762547,327906.88112887996,2678967.0916432003,313.7645175090888,75.6249048736658
2011-04-01,63743.23915167,117341.31905507001,18906.777573,5401.220553,170081.11355412,248462.72139537,129104.579207,60010.487878,51415.763025,305.771059,27163.51359757,13813.848479760001,348097.35348552,1171549.74815515,1560930.234777,287287.73750285,2712685.1936720796,330.0508515643072,75.74036602367362
2011-05-01,54949.71563923,128254.0998335,22677.648205,6321.43037,173603.84583411002,229110.97108793003,155127.017595,57766.926701000004,50669.483106,235.767601,24949.794689000002,13251.51780693,359538.7492319,1196172.88032818,1594148.7096570102,282486.49489497,2755116.34292375,322.1831524261947,76.16428200705681
2011-06-01,49886.09745592,128486.37742715002,17759.708528,5504.975152,158342.54578903998,240074.66546629998,170603.278139,60906.222725,51207.200667,263.740304,23368.82630592,12463.54181,369764.47273736,1224646.44525767,1630507.02641495,292883.35058041,2806161.44834477,329.7711242489918,76.61212626156518
2011-07-01,46757.62053967,139935.05289322,22311.631245999997,6379.061466,187647.22603127998,252335.76278054,191994.658028,59286.952175,52430.74087,83.52795,15576.40155671,12908.35181977,326583.46553315,1252220.93796192,1607372.6848215498,291447.32317436,2857898.7140256204,346.2210077498813,74.2479361877246
2011-08-01,51308.74525264999,136037.06577861,28919.468727,6681.89526,173896.24970995,287612.12885723007,166675.906755,56366.513475,53126.634069,67.35026,15892.08269816,14148.53657472,365810.89472221,1298029.22237952,1693948.08663461,254663.84264917,2909236.5371682197,347.83885048247754,77.34523027588425
2011-09-01,50975.27480186999,143131.85404142,32599.45064,7122.972688,187764.70740703002,244826.581445,169676.92791727,65111.420761,55747.172064,144.548353,16831.786612,14889.7212108,367745.30021819,1344122.85927655,1743734.21567054,284794.39303069003,2985484.9704668205,341.49921021537546,78.21685652556725
2011-10-01,58033.787268520005,140277.97610614,28398.92682742,7157.546851,181201.22775153,236408.96470422,160307.11914306,70393.971662,54086.889171,114.225715,17117.369404080004,14321.539229159998,374727.47284417,1388591.60030575,1794872.20749816,291145.2784648,3022283.89544785,332.25959791972485,79.34208661663395
2011-11-01,54648.92882342999,139881.39097103,36892.030324,8287.455496999999,176986.300674,211754.25128871,157030.21465679002,90960.485705,56145.195681,250.853618,16266.85918528,15399.906110580001,377496.59315395,1438416.12660959,1847830.3386773998,292311.93137744,3072728.5236758,328.294060119112,80.57258281540496
2011-12-01,50362.22096003,149710.69720501,51390.266206,21865.62620233,159566.82815852,175643.85437481003,178582.422819,105167.286924,57651.058369,49.770546,16535.629439,14435.41117596,373761.68195753,1500949.07984638,1905731.57296487,302005.06147352,3157676.8956570895,310.41908027029467,80.8302677676757
2012-01-01,57477.26439064,147565.91734075,40255.3294255,21193.10573828,158219.79908168,212914.31997687,193596.45421211,105200.360814,57311.895559,49.053622,17168.51485636,13739.88047466,394164.87025268,1517508.40833755,1942630.72754325,272795.6439539,3209160.8180359798,332.546239567076,81.36376355934503
2012-02-01,59013.748207309996,145560.66515567,44867.2679005,35872.005692000006,152441.05382834,201643.03500981003,185968.97977645003,103178.546639,57837.565344,32.547595,19354.87197843,13647.5736844,421600.45969706,1548928.41764888,2003563.87060377,319344.44429653,3309291.18245338,331.5326873992993,81.16499776602801
2012-03-01,62414.15700136,159461.66483008,40244.2375615,23534.733954,200853.69940558003,218818.899774,188029.09853845002,111799.65487799999,57596.983165,69.313927,28243.226204900002,14137.81677507,407165.90100795,1597156.61770441,2046772.87561933,292607.99890786,3402134.0036351606,378.7354011858102,82.00283786192936
2012-04-01,65039.97379858,143792.45421151002,43016.95177596,48868.25540816999,238994.8124308,209937.37318199998,190199.098046,113343.483346,58478.63299842,83.947069,28364.926213,12763.44790196,407173.87704926,1620065.11073857,2068451.3089717901,297636.03214332,3477758.37631255,373.1345477671132,80.61194199398228
2012-05-01,61534.264571989996,150500.81056179001,35165.6194715,31453.294457319997,207449.90453386,194762.89740523,228691.583103,113434.639782,58035.48639,153.114062,26477.577523,13077.25262078,408369.4104837,1648032.7735716,2096110.12826108,291972.11235128,3469110.74088905,377.9349719958885,82.04296822217061
2012-06-01,55007.01171915999,161462.28822535,45728.0781445,39611.15681,185320.28376544,189307.64303141998,245680.941181,112440.061943,58515.299007,1647.616657,22780.13249222,13749.22001715,396658.23332681006,1669407.67412973,2104242.87662291,324736.40239028,3522052.0428400603,385.5338167680539,81.22475073751562
2012-07-01,59963.456687779995,163507.93936730002,39951.6614185,32046.476291,178973.25534241,184624.45155778,290277.81089,104296.75409599999,58410.069553,1880.255757,20284.27650542,15647.883188810001,362317.92214127997,1689418.01178475,2089548.34937726,333933.93340129,3535534.15798232,396.5766316418896,79.96278608674557
2012-08-01,62551.07953849,159687.81296342998,29941.576712,32446.700677999997,184852.73621143997,187377.37323660997,227638.067978,104027.270257,56869.736848,1727.932249,21679.945923220002,15871.173547749999,429796.51400498,1707927.56813827,2177003.13386322,341987.10461366,3564382.5928998496,371.1966735384544,82.21957612310824
2012-09-01,60274.15034564,169101.20050719,38626.039119,32922.930831,172250.34967193,171867.02548558998,233069.174499,114256.38514099999,57279.683929,1771.532526,21394.18759349,15806.58490351,438157.78095253,1728234.49183924,2205364.57781477,346197.4637052,3601208.9810493197,355.49026505871814,82.56394814711572
2012-10-01,67078.83271669,167643.54727799,44481.247978,39297.449054,182874.55937445,187540.18387148998,223932.28723,111282.17643899999,56945.16254,1687.375248,21875.11556559,15478.535977309999,461899.77730804996,1746132.60354729,2247073.4076462397,312265.84183009004,3640414.69595795,372.5493856721879,83.19181840799817
2012-11-01,63353.85730394,175273.92051553,55722.190615,31386.582108999995,175096.48826456,183511.94098067,222049.571431,109836.572252,58269.873413,1916.854679,21729.708108000003,15066.431339730001,480330.49354883,1766168.27065447,2285211.75833003,334033.67269817,3693746.4279129,365.13512243110165,83.81973669754043
2012-12-01,66521.62827067,169465.60896038,49839.5757335,35890.495208,155013.34232033,200718.01592878997,255656.839072,134167.474851,58183.083614,1557.287444,20010.966592,13086.52544207,495973.36589705,1774985.1080535701,2305613.25342869,326300.6131636099,3757369.93055097,361.99374462135415,82.3979556588277
2013-01-01,67553.371544,177546.12199,50837.833898,24360.728711999996,160787.736351,258191.00253838,245129.399378,106496.414865,57565.698454,1682.773969,20741.794929,12829.232633000001,482386.995424,1815487.513048,2333128.310003,389358.560852,3870955.1785853803,362.05283011335194,82.36347470079862
2013-02-01,66727.19247,177463.702188,46474.421789,24791.889662,155657.531646,300509.177383,239947.064766,118776.98139,57236.577276,1360.714014,23005.466818,13381.152269,478282.094798,1822954.468412,2338983.896311,327497.818731,3854066.2536120005,401.488798215565,81.49800096653344
2013-03-01,69704.572907,182672.1224125,42115.8905225,14268.6648604,139168.09151499998,297164.06291547,277704.18904007995,127785.275052,57973.086955,957.103174,23724.563557200003,13589.5480084,485347.753104,1853665.343208,2377284.3110516,349422.290056,3935262.55728755,411.26474772731297,81.58270985738014
2013-04-01,80652.404483,175962.972552,35078.999725,12493.667578,123173.34961700001,314206.267078,340061.750982,127889.84181299999,60713.766442,1167.603574,22729.799560000003,13176.841546200001,478898.6272914,1871765.4683544,2387738.340326,334328.036181,3992299.3967770003,437.87248593026754,80.19001677095335
2013-05-01,73861.972367,190572.969404,41067.62717,12104.816572,139070.24100099993,297613.414737,348984.468878,127741.166399,61428.604598,967.978627,22366.47675,13018.540761999999,482234.739017,1881546.020409,2400133.755565,294719.594985,3987298.631676,463.15186020091517,80.34320107128636
2013-06-01,66937.536841,189348.4133,42426.036565,9628.487640000001,140763.99198599998,338125.144198,337893.679221,131703.531205,62638.598371,1042.537965,23085.009776,14056.302689,483908.404529,1898085.554541,2420177.8095,297099.074247,4036742.3030739995,472.211157007339,79.99949496329775
2013-07-01,71871.811948,141443.855636,29851.564783,9796.405447000001,89189.113987,360123.848801,345996.684886,145333.54638,61383.100629,1021.974779,23568.725687000002,14718.8679769999,500879.476396,1925034.06535,2465223.110189,348593.81026299996,4068806.852949,443.06494535939976,80.53080914742476
2013-08-01,70540.38293,144891.106252,26301.326074,10588.595623,100317.81432,369801.968812,367987.30682,150567.82646500002,60682.413647,971.787165,26165.033203000003,16538.943341000002,486663.132594,1920655.895628,2450994.791931,339352.18938500003,4092025.722259,454.649759404745,79.72302895942028
2013-09-01,73575.627711,145483.117798,21723.576761,12303.424059,118140.53398899999,394882.440954,351199.71923,150847.98303,60651.176468,866.417953,28006.374415,16848.220394,479284.212868,1933486.043909,2458491.269539,376134.911572,4163433.781111,443.2294608513604,78.50407718809036
2013-10-01,74570.762662,144099.896825,23441.172146999997,11265.141613,140491.61669599998,397394.043039,363455.536145,149926.353535,65940.732364,879.321004,28486.291208000002,16434.433233,520598.635911,1935848.746829,2502247.428185,347826.806463,4220659.489674,422.9407930281008,78.4004299651913
2013-11-01,71398.846285,149302.447126,32065.095591,11207.276522,136985.58247199998,398626.485268,354698.508608,150100.351258,65091.776657,1166.080043,29238.814174,16258.171162999999,524933.705028,1953914.337153,2525511.107561,338090.665754,4233078.143102,460.60943096859734,79.06032731338924
2013-12-01,75163.821817,151199.629358,25568.139485,25762.251043,108503.148795,398393.712963,364205.077724,150036.26158,68231.353755,1337.429019,28261.835726,15408.553704,489382.858887,2013270.715054,2547661.39239,413541.617301,4328266.406211,419.698104077116,78.32675032605398
2014-01-01,76493.195437,152558.922782,17123.779098,11875.880007,130234.039502,396892.404863,358779.24526,147671.592508,68549.414669,1258.320724,27477.932636,14976.723677,534643.345933,1978179.889916,2556536.212886,431986.802418,4348701.48943,448.2081775102162,77.75418543350064
2014-02-01,71628.709621,188639.429602,37299.905041,13334.818175,133083.635857,385391.955271,368210.772261,147727.491946,63947.996269,845.491745,28875.014991,14628.681311,518808.821419,1940698.26924,2503856.278706,480801.057803,4393922.050552,452.6708224617887,75.52639574538111
2014-03-01,88975.205319,156862.863176,22258.64944,12331.334304,147208.790292,396130.038329,407193.034484,150383.337895,64600.510217,781.523592,29702.153419,16536.977843,534036.409775,1954613.827654,2535670.892283,436862.253268,4418476.909007,451.9894978220922,75.66789525690646
2014-04-01,87551.962743,157499.210264,24234.533567,12549.928801,169228.486825,412535.286164,385637.125877,150078.820732,65141.3686,706.861614,26138.412979,15555.948395,516177.655927,1952789.783532,2511368.662447,473016.943648,4448842.329668,449.4945213201296,74.49280929621484
2014-05-01,78712.452154,146564.811173,23222.014132,12668.030735,206672.515083,356742.918334,419114.36789,148405.419091,63461.91168,640.810385,26155.707582,16513.034389,526405.980955,1948236.175574,2517951.708885,493444.636431,4466960.785588,454.5631894167122,74.71651339406887
2014-06-01,81344.012871,154094.466309,19757.573591,13289.855305,196591.874773,329970.682057,446103.76442,161494.431779,63255.755419,750.4441,25906.442253,17099.512016,516121.483917,1946145.722335,2506023.604621,543560.765728,4515486.786873,432.4892226031254,73.58282083035306
2014-07-01,85905.773223,158386.872184,35866.101632,14226.377166,205189.548928,335582.112541,453694.409769,157684.484454,62906.780197,757.21809,25274.270452,16501.86973,530056.873239,1964442.686647,2537032.918158,492153.948905,4538629.327157,454.87588080168706,74.43231417834447
2014-08-01,79644.912072,165482.510435,37444.024446,13386.771508,216340.905798,270142.260833,473737.985095,154999.176792,66708.024623,949.828956,25033.765404,17183.926701,548753.785706,1977226.741944,2569148.048711,524078.318605,4571112.938918,426.4799665726807,74.79457501630459
2014-09-01,85759.001752,198044.850916,42322.661927,13681.929758,206949.507398,258198.641021,515841.817619,156110.167409,66956.65412,860.720046,24821.037972,17556.523974,543445.754431,2046929.003946,2633613.040369,512793.785882,4690272.058171,436.90665958874473,75.08061603831912
