End of Period,Paid-up Capital,Demand Deposits_Inter-Bank_Domestic,Demand Deposits_Inter-Bank_Foreign,Demand Deposits_Govt. of Sri Lanka,Demand Deposits_Resident Constituents,Demand Deposits_Non Resident Constituents,Time and Savings Deposits_Govt. of Sri Lanka,Time and Savings Deposits_Resident Constituents,Time and Savings Deposits_Non Resident Constituents,Total All Deposits_Demand,Total All Deposits_Time and Savings,Borrowings_Domestic InterBank (h),Borrowings_Foreign,Other Liabilities
2003-04-01,55570.037764,93.723965,719.0551,10307.915511,65867.43281724,2075.17474,1652.201281,387189.223894,126000.40398,79063.30213324,514841.829155,37118.803048,4660.331878,123100.318518
2003-05-01,61388.624646,49.95009,983.89898,11022.906904,67103.98021524,2063.197661,1708.413695,388802.058165,126125.505183,81223.93385023999,516635.977043,38127.973338,4108.905821,123118.34203
2003-06-01,60903.840085,46.93854,1242.202322,11220.30215,66887.09299824,2391.78011,1778.950814,390556.927515,127662.639618,81788.31612024001,519998.517947,39043.104683,3628.706401,127270.44056
2003-07-01,63379.2810378,62.079254,861.48808521,15850.389807,67854.79349167,2160.72914254,1616.053291,395270.8166819,127795.23918647,86789.47978042,524682.1091593701,41934.339465,4127.289834,119728.00346894
2003-08-01,65298.58096509,51.101199,1059.257081,12960.706823,70424.96310924,2480.819194,1610.334428,396030.115547,127827.704187,86976.84740623999,525468.1541619999,37360.226778,4551.572481,120739.675829
2003-09-01,66872.34274708999,67.437577,1460.325361,13925.247381,77342.65669224001,4686.621184,1502.232842,400131.287909,128830.402795,97482.28819524,530463.923546,41800.562936,5094.748853,127807.210047
2003-10-01,66965.55242708999,74.237516,1008.894907,14281.072302,72138.07153024,2996.851998,1627.786371,405421.826472,130650.186652,90499.12825324001,537699.7994949999,35387.907712,3538.97213,127295.097055
2003-11-01,68790.20404809,47.57342,1118.046098,16644.111182,75076.49139724001,3329.167213,1603.680686,411291.194127,132692.433841,96215.38931024,545587.3086539999,40223.268129,5057.767399,127520.169055
2003-12-01,75196.886589,28.730512,621.615468,14805.841783,76014.07956124001,2651.465101,1604.43303,419111.276188,136386.050962,94121.73242524,557101.76018,36182.87928,4982.749772,117464.202735
2004-01-01,74080.591816,49.021669,709.566598,12295.947765,77188.58931724001,2370.234489,1653.693025,424926.506175,138765.755141,92613.35983824001,565345.954341,37941.436312,7622.457285,119298.624531
2004-02-01,75198.778531,64.492462,582.418621,15437.501216,77025.94899824001,2684.057615,1776.22762,428348.360119,141278.699159,95794.41891224001,571403.286898,42544.422427,8891.731532,123777.712361
2004-03-01,74270.546224,102.676444,907.508786,15170.180339,76912.80348624001,2593.619042,1785.054237,434500.45647737,141430.83254648998,95686.78809724002,577716.34326086,42876.719639,6578.230407,126297.32865
2004-04-01,74851.86446,65.206715,788.723848,12040.396719,78297.18816724,2760.850183,1802.512804,438744.358595,143002.309564,93952.36563224,583549.180963,39945.226176,4910.277458,117621.641935
2004-05-01,75265.700998,56.68812,739.434019,12691.300152,81727.56516524001,3187.411415,1693.68131,441462.18782,145524.829244,98402.39887124,588680.698374,53773.277351,4998.908554,123095.511237
2004-06-01,75046.22397,79.749309,807.68693,12872.848921,79096.38603524001,3274.650232,1693.914626,445714.076112,150484.638399,96131.32142724001,597892.629137,45288.960369,3999.476951,126494.262997
2004-07-01,74623.592078,42.089114,1022.277463,12747.051138,79144.67915724001,3601.49254,1665.125116,452607.300538,157413.228736,96557.58941224002,611685.65439,46743.269753,6553.610439,122690.860975
2004-08-01,75203.39185,88.720825,824.91604,13650.852041,80395.05061824,3098.257591,1698.133456,459402.587328,157586.774939,98057.79711524,618687.495723,42410.932232,8080.099289,125876.019986
2004-09-01,75613.260663,57.683503,975.651805,15276.996272,84427.36355224,3488.248153,2017.105332,467122.351889,161345.135003,104225.94328523999,630484.592224,42063.751809,6565.319882,167060.966734
2004-10-01,77365.279311,67.210557,1041.170304,16478.419129,80491.78418224001,3272.269761,2167.956431,481090.295793,163154.05836,101350.85393324001,646412.3105840001,36316.40665,8233.565783,122730.634547
2004-11-01,79561.002166,80.40213,1296.399079,15195.118084,87857.708393,5133.024034,2319.013273,490302.158167,168355.757041,109562.65172,660976.928481,38527.214898,7663.324347,132363.422206
2004-12-01,77220.329328,228.831434,912.969664,17105.692219,88776.944578,3875.972172,2666.53492,499511.014799,179439.93075,110900.41006699999,681617.4804690001,33945.538827,7582.532723,116793.435913
2005-01-01,81325.69969,75.359458,765.267452,16139.766492,98461.081746,3975.128197,2663.448336,503228.273005,172273.243638,119416.603345,678164.964979,32180.327577,12106.03825,131345.304495
2005-02-01,83858.102486,82.532328,1264.586808,18528.034455,94608.952267,4166.154735,2722.361057,508749.716501,175058.617103,118650.260593,686530.694661,33884.153411,5375.838668,136854.164817
